"fuel category","generation (M MWh)","hovertext","year_quarter"
"Wind",18.902062609999998,"18 Million MWh<br>0 lb/MWh","2009 Q1"
"Wind",19.31907911,"19 Million MWh<br>0 lb/MWh","2009 Q2"
"Wind",15.070122830000003,"15 Million MWh<br>0 lb/MWh","2009 Q3"
"Wind",20.594867340000004,"20 Million MWh<br>0 lb/MWh","2009 Q4"
"Wind",20.87527139,"20 Million MWh<br>0 lb/MWh","2010 Q1"
"Wind",26.509856199999998,"26 Million MWh<br>0 lb/MWh","2010 Q2"
"Wind",20.514117600000002,"20 Million MWh<br>0 lb/MWh","2010 Q3"
"Wind",26.750724099999996,"26 Million MWh<br>0 lb/MWh","2010 Q4"
"Wind",29.54670275,"29 Million MWh<br>0 lb/MWh","2011 Q1"
"Wind",35.178886739999996,"35 Million MWh<br>0 lb/MWh","2011 Q2"
"Wind",21.83125243,"21 Million MWh<br>0 lb/MWh","2011 Q3"
"Wind",33.61975689,"33 Million MWh<br>0 lb/MWh","2011 Q4"
"Wind",38.708830909999996,"38 Million MWh<br>0 lb/MWh","2012 Q1"
"Wind",37.22151643,"37 Million MWh<br>0 lb/MWh","2012 Q2"
"Wind",26.0823675,"26 Million MWh<br>0 lb/MWh","2012 Q3"
"Wind",38.79669804000001,"38 Million MWh<br>0 lb/MWh","2012 Q4"
"Wind",44.56974831,"44 Million MWh<br>0 lb/MWh","2013 Q1"
"Wind",47.46308222,"47 Million MWh<br>0 lb/MWh","2013 Q2"
"Wind",32.40157847000001,"32 Million MWh<br>0 lb/MWh","2013 Q3"
"Wind",43.405336680000005,"43 Million MWh<br>0 lb/MWh","2013 Q4"
"Wind",49.655757689999994,"49 Million MWh<br>0 lb/MWh","2014 Q1"
"Wind",50.03573317000001,"50 Million MWh<br>0 lb/MWh","2014 Q2"
"Wind",33.877681650000014,"33 Million MWh<br>0 lb/MWh","2014 Q3"
"Wind",48.08610941,"48 Million MWh<br>0 lb/MWh","2014 Q4"
"Wind",45.391620610000004,"45 Million MWh<br>0 lb/MWh","2015 Q1"
"Wind",48.439756810000006,"48 Million MWh<br>0 lb/MWh","2015 Q2"
"Wind",40.7270435,"40 Million MWh<br>0 lb/MWh","2015 Q3"
"Wind",56.16012697999999,"56 Million MWh<br>0 lb/MWh","2015 Q4"
"Wind",60.544038750000006,"60 Million MWh<br>0 lb/MWh","2016 Q1"
"Wind",55.950643490000004,"55 Million MWh<br>0 lb/MWh","2016 Q2"
"Wind",47.61132349000001,"47 Million MWh<br>0 lb/MWh","2016 Q3"
"Wind",62.886556719999994,"62 Million MWh<br>0 lb/MWh","2016 Q4"
"Wind",68.62049704,"68 Million MWh<br>0 lb/MWh","2017 Q1"
"Wind",68.58732850999999,"68 Million MWh<br>0 lb/MWh","2017 Q2"
"Wind",47.91061908999999,"47 Million MWh<br>0 lb/MWh","2017 Q3"
"Wind",69.18425072,"69 Million MWh<br>0 lb/MWh","2017 Q4"
"Wind",75.25201539,"75 Million MWh<br>0 lb/MWh","2018 Q1"
"Wind",75.08684089999997,"75 Million MWh<br>0 lb/MWh","2018 Q2"
"Wind",54.81268205,"54 Million MWh<br>0 lb/MWh","2018 Q3"
"Wind",67.51591565000001,"67 Million MWh<br>0 lb/MWh","2018 Q4"
"Wind",72.69688144999999,"72 Million MWh<br>0 lb/MWh","2019 Q1"
"Wind",77.14066349000001,"77 Million MWh<br>0 lb/MWh","2019 Q2"
"Wind",66.59222067,"66 Million MWh<br>0 lb/MWh","2019 Q3"
"Wind",79.45414011000001,"79 Million MWh<br>0 lb/MWh","2019 Q4"
"Wind",86.5516889,"86 Million MWh<br>0 lb/MWh","2020 Q1"
"Wind",88.34213956,"88 Million MWh<br>0 lb/MWh","2020 Q2"
"Wind",69.08150768,"69 Million MWh<br>0 lb/MWh","2020 Q3"
"Wind",93.96271303,"93 Million MWh<br>0 lb/MWh","2020 Q4"
"Wind",97.23399815000003,"97 Million MWh<br>0 lb/MWh","2021 Q1"
"Wind",96.31687354,"96 Million MWh<br>0 lb/MWh","2021 Q2"
"Wind",76.95169555,"76 Million MWh<br>0 lb/MWh","2021 Q3"
"Total",916.13065604,"916 Million MWh","2001 Q1"
"Total",906.2572930399999,"906 Million MWh","2001 Q2"
"Total",1035.00369903,"1,035 Million MWh","2001 Q3"
"Total",879.12876304,"879 Million MWh","2001 Q4"
"Total",904.30110301,"904 Million MWh","2002 Q1"
"Total",938.49274402,"938 Million MWh","2002 Q2"
"Total",1087.217143,"1,087 Million MWh","2002 Q3"
"Total",928.17928502,"928 Million MWh","2002 Q4"
"Total",945.5193753899999,"945 Million MWh","2003 Q1"
"Total",921.98835203,"921 Million MWh","2003 Q2"
"Total",1079.31320801,"1,079 Million MWh","2003 Q3"
"Total",936.29015401,"936 Million MWh","2003 Q4"
"Total",969.61943421,"969 Million MWh","2004 Q1"
"Total",963.0169915599998,"963 Million MWh","2004 Q2"
"Total",1081.3856460300003,"1,081 Million MWh","2004 Q3"
"Total",956.4967044899998,"956 Million MWh","2004 Q4"
"Total",959.0788314499998,"959 Million MWh","2005 Q1"
"Total",968.25501888,"968 Million MWh","2005 Q2"
"Total",1157.26258721,"1,157 Million MWh","2005 Q3"
"Total",970.60027052,"970 Million MWh","2005 Q4"
"Total",954.7174713799999,"954 Million MWh","2006 Q1"
"Total",992.72784632,"992 Million MWh","2006 Q2"
"Total",1150.1688637600002,"1,150 Million MWh","2006 Q3"
"Total",967.00657973,"967 Million MWh","2006 Q4"
"Total",997.23080776,"997 Million MWh","2007 Q1"
"Total",996.0731903999999,"996 Million MWh","2007 Q2"
"Total",1170.35959515,"1,170 Million MWh","2007 Q3"
"Total",993.00588203,"993 Million MWh","2007 Q4"
"Total",1012.7292202100001,"1,012 Million MWh","2008 Q1"
"Total",1004.1687414299998,"1,004 Million MWh","2008 Q2"
"Total",1129.9283855500003,"1,129 Million MWh","2008 Q3"
"Total",972.4890984699999,"972 Million MWh","2008 Q4"
"Total",966.4743203599999,"966 Million MWh","2009 Q1"
"Total",948.4926883200001,"948 Million MWh","2009 Q2"
"Total",1081.1465208400002,"1,081 Million MWh","2009 Q3"
"Total",954.1819006300001,"954 Million MWh","2009 Q4"
"Total",992.8555486100001,"992 Million MWh","2010 Q1"
"Total",991.3923515899999,"991 Million MWh","2010 Q2"
"Total",1164.5630779800001,"1,164 Million MWh","2010 Q3"
"Total",976.04065547,"976 Million MWh","2010 Q4"
"Total",994.69250547,"994 Million MWh","2011 Q1"
"Total",993.70178035,"993 Million MWh","2011 Q2"
"Total",1163.0095646399998,"1,163 Million MWh","2011 Q3"
"Total",948.50029123,"948 Million MWh","2011 Q4"
"Total",957.98070889,"957 Million MWh","2012 Q1"
"Total",992.5271434199997,"992 Million MWh","2012 Q2"
"Total",1144.8806766199998,"1,144 Million MWh","2012 Q3"
"Total",952.20392192,"952 Million MWh","2012 Q4"
"Total",984.0505486399999,"984 Million MWh","2013 Q1"
"Total",978.28662661,"978 Million MWh","2013 Q2"
"Total",1121.04713197,"1,121 Million MWh","2013 Q3"
"Total",982.4542659200001,"982 Million MWh","2013 Q4"
"Total",1035.55840964,"1,035 Million MWh","2014 Q1"
"Total",983.30446948,"983 Million MWh","2014 Q2"
"Total",1113.2907266500004,"1,113 Million MWh","2014 Q3"
"Total",972.4378278199997,"972 Million MWh","2014 Q4"
"Total",1021.74363131,"1,021 Million MWh","2015 Q1"
"Total",982.6245643700001,"982 Million MWh","2015 Q2"
"Total",1146.86140884,"1,146 Million MWh","2015 Q3"
"Total",940.2171901899998,"940 Million MWh","2015 Q4"
"Total",974.38756386,"974 Million MWh","2016 Q1"
"Total",982.8670713500001,"982 Million MWh","2016 Q2"
"Total",1178.6495223299999,"1,178 Million MWh","2016 Q3"
"Total",959.2396070299999,"959 Million MWh","2016 Q4"
"Total",959.2622162700001,"959 Million MWh","2017 Q1"
"Total",984.37916731,"984 Million MWh","2017 Q2"
"Total",1132.24577211,"1,132 Million MWh","2017 Q3"
"Total",982.0561314299999,"982 Million MWh","2017 Q4"
"Total",1007.4516073199998,"1,007 Million MWh","2018 Q1"
"Total",1020.3563564299999,"1,020 Million MWh","2018 Q2"
"Total",1184.36875568,"1,184 Million MWh","2018 Q3"
"Total",995.42546661,"995 Million MWh","2018 Q4"
"Total",1008.0043930799999,"1,008 Million MWh","2019 Q1"
"Total",990.3982144000001,"990 Million MWh","2019 Q2"
"Total",1182.4023152500001,"1,182 Million MWh","2019 Q3"
"Total",981.57641006,"981 Million MWh","2019 Q4"
"Total",979.2666524399999,"979 Million MWh","2020 Q1"
"Total",948.1860606100001,"948 Million MWh","2020 Q2"
"Total",1153.2709246800002,"1,153 Million MWh","2020 Q3"
"Total",967.4628243400001,"967 Million MWh","2020 Q4"
"Total",999.4765158600002,"999 Million MWh","2021 Q1"
"Total",999.31909943,"999 Million MWh","2021 Q2"
"Total",1179.64813609,"1,179 Million MWh","2021 Q3"
