index (g/kwh),index (lb/mwh),final co2 (million mt),Imperial hovertext,SI hovertext,Emissions hovertext,year,date
467.1042497,1029.778029,151.9539186,"1,030 lb/MWh <br>↓ 22.0% from 2005",467 kg/MWh <br>↓ 22.0% from 2005,152 Million<br>Metric Tonnes,2015,3/1/2015
441.0588114,972.3582556,130.2808512,972 lb/MWh <br>↓ 26.4% from 2005,441 kg/MWh <br>↓ 26.4% from 2005,130 Million<br>Metric Tonnes,2015,4/1/2015
471.2520364,1038.92224,152.433162,"1,039 lb/MWh <br>↓ 21.3% from 2005",471 kg/MWh <br>↓ 21.3% from 2005,152 Million<br>Metric Tonnes,2015,5/1/2015
502.6902402,1108.230903,182.8768809,"1,108 lb/MWh <br>↓ 16.1% from 2005",503 kg/MWh <br>↓ 16.1% from 2005,183 Million<br>Metric Tonnes,2015,6/1/2015
512.5055488,1129.869733,205.9677656,"1,130 lb/MWh <br>↓ 14.5% from 2005",513 kg/MWh <br>↓ 14.5% from 2005,206 Million<br>Metric Tonnes,2015,7/1/2015
510.7532128,1126.006533,201.0139242,"1,126 lb/MWh <br>↓ 14.8% from 2005",511 kg/MWh <br>↓ 14.8% from 2005,201 Million<br>Metric Tonnes,2015,8/1/2015
500.3577037,1103.088593,175.8422382,"1,103 lb/MWh <br>↓ 16.5% from 2005",500 kg/MWh <br>↓ 16.5% from 2005,176 Million<br>Metric Tonnes,2015,9/1/2015
471.8245462,1040.184395,147.8186925,"1,040 lb/MWh <br>↓ 21.2% from 2005",472 kg/MWh <br>↓ 21.2% from 2005,148 Million<br>Metric Tonnes,2015,10/1/2015
447.5374566,986.6410769,134.9859547,987 lb/MWh <br>↓ 25.3% from 2005,448 kg/MWh <br>↓ 25.3% from 2005,135 Million<br>Metric Tonnes,2015,11/1/2015
428.8829328,945.5153136,139.5263796,946 lb/MWh <br>↓ 28.4% from 2005,429 kg/MWh <br>↓ 28.4% from 2005,140 Million<br>Metric Tonnes,2015,12/1/2015
455.2416048,1003.625642,161.0149691,"1,004 lb/MWh <br>↓ 24.0% from 2005",455 kg/MWh <br>↓ 24.0% from 2005,161 Million<br>Metric Tonnes,2016,1/1/2016
430.9016309,949.9657355,135.6576776,950 lb/MWh <br>↓ 28.1% from 2005,431 kg/MWh <br>↓ 28.1% from 2005,136 Million<br>Metric Tonnes,2016,2/1/2016
388.9208385,857.4148805,118.9666157,857 lb/MWh <br>↓ 35.1% from 2005,389 kg/MWh <br>↓ 35.1% from 2005,119 Million<br>Metric Tonnes,2016,3/1/2016
395.8538871,872.6994795,116.6062672,873 lb/MWh <br>↓ 33.9% from 2005,396 kg/MWh <br>↓ 33.9% from 2005,117 Million<br>Metric Tonnes,2016,4/1/2016
414.7388269,914.3332177,132.1498503,914 lb/MWh <br>↓ 30.8% from 2005,415 kg/MWh <br>↓ 30.8% from 2005,132 Million<br>Metric Tonnes,2016,5/1/2016
474.8642521,1046.88573,175.5479444,"1,047 lb/MWh <br>↓ 20.7% from 2005",475 kg/MWh <br>↓ 20.7% from 2005,176 Million<br>Metric Tonnes,2016,6/1/2016
497.5172114,1096.826444,205.9013345,"1,097 lb/MWh <br>↓ 17.0% from 2005",498 kg/MWh <br>↓ 17.0% from 2005,206 Million<br>Metric Tonnes,2016,7/1/2016
501.0470182,1104.608256,206.2378856,"1,105 lb/MWh <br>↓ 16.4% from 2005",501 kg/MWh <br>↓ 16.4% from 2005,206 Million<br>Metric Tonnes,2016,8/1/2016
483.6275603,1066.205319,170.8147288,"1,066 lb/MWh <br>↓ 19.3% from 2005",484 kg/MWh <br>↓ 19.3% from 2005,171 Million<br>Metric Tonnes,2016,9/1/2016
460.9378289,1016.183538,144.952646,"1,016 lb/MWh <br>↓ 23.1% from 2005",461 kg/MWh <br>↓ 23.1% from 2005,145 Million<br>Metric Tonnes,2016,10/1/2016
430.6103423,949.3235605,128.4496294,949 lb/MWh <br>↓ 28.1% from 2005,431 kg/MWh <br>↓ 28.1% from 2005,128 Million<br>Metric Tonnes,2016,11/1/2016
462.3751558,1019.352269,160.2066983,"1,019 lb/MWh <br>↓ 22.8% from 2005",462 kg/MWh <br>↓ 22.8% from 2005,160 Million<br>Metric Tonnes,2016,12/1/2016
453.0418346,998.7760286,156.0378635,999 lb/MWh <br>↓ 24.4% from 2005,453 kg/MWh <br>↓ 24.4% from 2005,156 Million<br>Metric Tonnes,2017,1/1/2017
419.7430141,925.3654489,122.1565581,925 lb/MWh <br>↓ 29.9% from 2005,420 kg/MWh <br>↓ 29.9% from 2005,122 Million<br>Metric Tonnes,2017,2/1/2017
409.3501943,902.4534385,130.9483645,902 lb/MWh <br>↓ 31.7% from 2005,409 kg/MWh <br>↓ 31.7% from 2005,131 Million<br>Metric Tonnes,2017,3/1/2017
404.3817281,891.4999578,119.9033456,891 lb/MWh <br>↓ 32.5% from 2005,404 kg/MWh <br>↓ 32.5% from 2005,120 Million<br>Metric Tonnes,2017,4/1/2017
421.0064686,928.1508607,136.7974664,928 lb/MWh <br>↓ 29.7% from 2005,421 kg/MWh <br>↓ 29.7% from 2005,137 Million<br>Metric Tonnes,2017,5/1/2017
446.1993874,983.6911695,160.8060075,984 lb/MWh <br>↓ 25.5% from 2005,446 kg/MWh <br>↓ 25.5% from 2005,161 Million<br>Metric Tonnes,2017,6/1/2017
478.6305714,1055.188958,194.7674858,"1,055 lb/MWh <br>↓ 20.1% from 2005",479 kg/MWh <br>↓ 20.1% from 2005,195 Million<br>Metric Tonnes,2017,7/1/2017
471.2899813,1039.005893,182.2907704,"1,039 lb/MWh <br>↓ 21.3% from 2005",471 kg/MWh <br>↓ 21.3% from 2005,182 Million<br>Metric Tonnes,2017,8/1/2017
450.3683444,992.8820521,152.2495833,993 lb/MWh <br>↓ 24.8% from 2005,450 kg/MWh <br>↓ 24.8% from 2005,152 Million<br>Metric Tonnes,2017,9/1/2017
426.5421367,940.3547946,137.4901539,940 lb/MWh <br>↓ 28.8% from 2005,427 kg/MWh <br>↓ 28.8% from 2005,137 Million<br>Metric Tonnes,2017,10/1/2017
423.5988018,933.8659184,132.0994967,934 lb/MWh <br>↓ 29.3% from 2005,424 kg/MWh <br>↓ 29.3% from 2005,132 Million<br>Metric Tonnes,2017,11/1/2017
434.9687351,958.9320733,154.3693931,959 lb/MWh <br>↓ 27.4% from 2005,435 kg/MWh <br>↓ 27.4% from 2005,154 Million<br>Metric Tonnes,2017,12/1/2017
454.3037636,1001.558077,170.2822901,"1,002 lb/MWh <br>↓ 24.2% from 2005",454 kg/MWh <br>↓ 24.2% from 2005,170 Million<br>Metric Tonnes,2018,1/1/2018
399.6698336,881.1121152,123.3510148,881 lb/MWh <br>↓ 33.3% from 2005,400 kg/MWh <br>↓ 33.3% from 2005,123 Million<br>Metric Tonnes,2018,2/1/2018
388.6883603,856.902359,125.9151207,857 lb/MWh <br>↓ 35.1% from 2005,389 kg/MWh <br>↓ 35.1% from 2005,126 Million<br>Metric Tonnes,2018,3/1/2018
382.6309145,843.548114,116.115687,844 lb/MWh <br>↓ 36.1% from 2005,383 kg/MWh <br>↓ 36.1% from 2005,116 Million<br>Metric Tonnes,2018,4/1/2018
404.6252319,892.0367864,138.3556504,892 lb/MWh <br>↓ 32.5% from 2005,405 kg/MWh <br>↓ 32.5% from 2005,138 Million<br>Metric Tonnes,2018,5/1/2018
428.839723,945.4200532,160.7783626,945 lb/MWh <br>↓ 28.4% from 2005,429 kg/MWh <br>↓ 28.4% from 2005,161 Million<br>Metric Tonnes,2018,6/1/2018
459.4180334,1012.832996,190.3799629,"1,013 lb/MWh <br>↓ 23.3% from 2005",459 kg/MWh <br>↓ 23.3% from 2005,190 Million<br>Metric Tonnes,2018,7/1/2018
456.5629676,1006.538718,187.6506713,"1,007 lb/MWh <br>↓ 23.8% from 2005",457 kg/MWh <br>↓ 23.8% from 2005,188 Million<br>Metric Tonnes,2018,8/1/2018
446.9224463,985.2852251,160.4005186,985 lb/MWh <br>↓ 25.4% from 2005,447 kg/MWh <br>↓ 25.4% from 2005,160 Million<br>Metric Tonnes,2018,9/1/2018
430.3047292,948.649806,140.8260595,949 lb/MWh <br>↓ 28.2% from 2005,430 kg/MWh <br>↓ 28.2% from 2005,141 Million<br>Metric Tonnes,2018,10/1/2018
425.9670169,939.0868855,138.1043333,939 lb/MWh <br>↓ 28.9% from 2005,426 kg/MWh <br>↓ 28.9% from 2005,138 Million<br>Metric Tonnes,2018,11/1/2018
428.6854075,945.0798494,145.8469754,945 lb/MWh <br>↓ 28.4% from 2005,429 kg/MWh <br>↓ 28.4% from 2005,146 Million<br>Metric Tonnes,2018,12/1/2018
421.1839484,928.5421327,151.4472057,929 lb/MWh <br>↓ 29.7% from 2005,421 kg/MWh <br>↓ 29.7% from 2005,151 Million<br>Metric Tonnes,2019,1/1/2019
400.6108004,883.1865706,126.454919,883 lb/MWh <br>↓ 33.1% from 2005,401 kg/MWh <br>↓ 33.1% from 2005,126 Million<br>Metric Tonnes,2019,2/1/2019
387.4705444,854.2175622,126.5280916,854 lb/MWh <br>↓ 35.3% from 2005,387 kg/MWh <br>↓ 35.3% from 2005,127 Million<br>Metric Tonnes,2019,3/1/2019
349.2405911,769.9358072,103.8410833,770 lb/MWh <br>↓ 41.7% from 2005,349 kg/MWh <br>↓ 41.7% from 2005,104 Million<br>Metric Tonnes,2019,4/1/2019
371.4125795,818.8161727,123.189947,819 lb/MWh <br>↓ 38.0% from 2005,371 kg/MWh <br>↓ 38.0% from 2005,123 Million<br>Metric Tonnes,2019,5/1/2019
392.0080273,864.2208971,139.1201026,864 lb/MWh <br>↓ 34.6% from 2005,392 kg/MWh <br>↓ 34.6% from 2005,139 Million<br>Metric Tonnes,2019,6/1/2019
427.7274983,942.9680427,177.5883752,943 lb/MWh <br>↓ 28.6% from 2005,428 kg/MWh <br>↓ 28.6% from 2005,178 Million<br>Metric Tonnes,2019,7/1/2019
424.0460033,934.8518189,171.7826326,935 lb/MWh <br>↓ 29.2% from 2005,424 kg/MWh <br>↓ 29.2% from 2005,172 Million<br>Metric Tonnes,2019,8/1/2019
419.6168007,925.0871987,152.1670467,925 lb/MWh <br>↓ 30.0% from 2005,420 kg/MWh <br>↓ 30.0% from 2005,152 Million<br>Metric Tonnes,2019,9/1/2019
384.0843624,846.7523853,124.662728,847 lb/MWh <br>↓ 35.9% from 2005,384 kg/MWh <br>↓ 35.9% from 2005,125 Million<br>Metric Tonnes,2019,10/1/2019
391.5619355,863.2374431,124.7785663,863 lb/MWh <br>↓ 34.6% from 2005,392 kg/MWh <br>↓ 34.6% from 2005,125 Million<br>Metric Tonnes,2019,11/1/2019
373.6624425,823.7762207,126.7138114,824 lb/MWh <br>↓ 37.6% from 2005,374 kg/MWh <br>↓ 37.6% from 2005,127 Million<br>Metric Tonnes,2019,12/1/2019
